sample	NRF	PBC1	PBC2	TSS_score	FRiP	Peak_count	Alignment_rate	to_keep	study	cell_type	paired_end	stimulated	groups	file
SRR2920515	0.4	0.62	2.35	18.6	0.29	240818	69.1	TRUE	Corces	CD8Tcell	PAIRED	none	CD8_Tcells	SRA
SRR15054935	0.75	0.87	7.24	9.4	0.15	218658	75.89	TRUE	Giles	CD8_BulkNonNaive	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR15054784	0.11	0.3	1.21	17.6	0.15	453212	78.93	TRUE	Giles	CD8_BulkNaive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR7650774	0.71	0.84	6.3	13.9	0.31	407910	75.18	TRUE	Calderon	Mem_B	PAIRED	stimulated	Bcells	SRA
SRR7650838	0.55	0.74	3.77	19.7	0.28	321680	39.63	TRUE	Calderon	Regulatory_T	PAIRED	none	Tregs	SRA
SRR11149175	0.87	0.93	14.81	8.2	0.31	418369	74.32	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR11297486	0.91	0.95	20.45	13.1	0.38	171424	59.41	TRUE	Leylek	pDC	PAIRED	none	DCs	SRA
SRR7650851	0.81	0.9	10.12	8.8	0.3	622407	77.17	TRUE	Calderon	Bulk_B	PAIRED	none	Bcells	SRA
SRR7650915	0.68	0.82	5.59	9.2	0.25	395648	83.7	TRUE	Calderon	Myeloid_DCs	PAIRED	none	DCs	SRA
SRR14240826	0.94	0.97	33.75	13	0.38	300895	83.06	TRUE	Zhang	induced_pluripotent_stem_cell-derived_macrophages	PAIRED	stimulated	Macrophages	SRA
SRR15054971	0.15	0.35	1.3	18	0.16	407472	82.3	TRUE	Giles	CD4_Treg	PAIRED	none	Tregs	SRA
SRR15054822	0.51	0.7	3.13	13.9	0.19	278457	78.89	TRUE	Giles	CD8_Naive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR2920511	0.07	0.23	1.24	20.8	0.12	216576	55.74	TRUE	Corces	NKcell	PAIRED	none	NK	SRA
SRR7650757	0.43	0.67	3.42	23	0.29	259816	76.88	TRUE	Calderon	Th1_precursors	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR7650770	0.08	0.25	1.22	13.2	0.13	270333	82.28	TRUE	Calderon	pDCs	PAIRED	none	DCs	SRA
SRR15054925	0.53	0.72	3.37	14.2	0.22	351876	78.49	TRUE	Giles	CD8_BulkNaive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR7650834	0.36	0.58	2.19	18.7	0.24	276776	31.55	TRUE	Calderon	Memory_Tregs	PAIRED	none	Tregs	SRA
SRR15054774	0.28	0.51	1.8	14.5	0.15	233398	69.53	TRUE	Giles	CD4_BulkNaive	PAIRED	none	Naive_CD4_Tcells	SRA
SRR5831534	0.52	0.72	3.26	18.3	0.23	283407	41.92	TRUE	Mumbach	Th17_primary_cell	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR11149165	0.87	0.93	14.58	10.2	0.33	433992	63.74	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR5646966	0.04	0.17	1.22	10.5	0.09	584430	31.14	TRUE	Liu	human_macrophage_cell	PAIRED	sclerosis_patient	Macrophages	SRA
SRR7650911	0.41	0.64	2.76	7.1	0.13	354009	82.24	TRUE	Calderon	Mature_NK	PAIRED	none	NK	SRA
SRR7650753	0.18	0.52	2.84	23.4	0.16	328019	73.79	TRUE	Calderon	Naive_Teffs	PAIRED	none	Naive_CD4_Tcells	SRA
SRR14240816	0.68	0.82	5.6	16.6	0.5	284023	84.25	TRUE	Zhang	monocyte-derived_macrophage	PAIRED	stimulated	Macrophages	SRA
SRR15054961	0.4	0.62	2.45	19.1	0.22	309719	83.57	TRUE	Giles	CD4_BulkNaive	PAIRED	none	Naive_CD4_Tcells	SRA
SRR7650817	0.35	0.58	2.14	15.9	0.23	284670	45.81	TRUE	Calderon	Naive_B	PAIRED	stimulated	Bcells	SRA
SRR15054812	0.04	0.17	1.26	15.9	0.08	376526	80.22	TRUE	Giles	CD8_EM2	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR5831517	0.66	0.82	5.62	11.7	0.18	214470	40.08	TRUE	Mumbach	Naïve_T_primary_cell	PAIRED	none	Naive_CD4_Tcells	SRA
SRR5646949	0.11	0.29	1.27	6.4	0.15	484209	34.04	TRUE	Liu	human_CD8+_T_cell	PAIRED	sclerosis_patient	CD8_Tcells	SRA
SRR7650830	0.47	0.67	2.86	20.4	0.36	207436	37.03	TRUE	Calderon	Follicular_T_Helper	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR15055251	0.5	0.7	3.15	18.7	0.22	160376	82.29	TRUE	Giles	CD8_NonNaive_Tumor	PAIRED	tumor_donor	Non_Naive_CD8_Tcells	SRA
SRR15054915	0.36	0.59	2.23	15.8	0.18	237342	81.54	TRUE	Giles	CD8_BulkNaive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR5831530	0.63	0.79	5.04	11.7	0.14	151283	43.75	TRUE	Mumbach	Treg_primary_cell	PAIRED	none	Tregs	SRA
SRR5646962	0.44	0.65	2.56	7.6	0.11	236593	38.81	TRUE	Liu	human_fibroblast_cell	PAIRED	sclerosis_patient	Fibroblasts	SRA
SRR15054764	0.61	0.78	4.28	14.9	0.18	189388	78.97	TRUE	Giles	CD4_BulkNaive	PAIRED	none	Naive_CD4_Tcells	SRA
SRR7650736	0.57	0.75	3.87	18.3	0.3	321905	78.86	TRUE	Calderon	CD8pos_T	PAIRED	none	CD8_Tcells	SRA
SRR11149155	0.87	0.93	15.26	9.8	0.35	435578	66.14	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR11297466	0.96	0.98	48.35	27.1	0.52	190340	41.69	TRUE	Leylek	Mono	PAIRED	none	Monocytes	SRA
SRR7650813	0.55	0.73	3.5	11.5	0.25	511583	42.1	TRUE	Calderon	Bulk_B	PAIRED	stimulated	Bcells	SRA
SRR15054867	0.02	0.15	1.98	16.5	0.05	583256	82.59	TRUE	Giles	CD4_BulkNaive	PAIRED	none	Naive_CD4_Tcells	SRA
SRR14240806	0.72	0.85	6.48	5.2	0.22	469699	79.87	TRUE	Zhang	monocyte-derived_macrophage	PAIRED	stimulated	Macrophages	SRA
SRR5831513	0.69	0.83	6.23	11.5	0.17	196315	31.72	TRUE	Mumbach	Naïve_T_primary_cell	PAIRED	none	Naive_CD4_Tcells	SRA
SRR15054802	0.51	0.71	3.21	20.2	0.22	203726	85.58	TRUE	Giles	CD8_CM	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR11149191	0.88	0.94	16.62	10.6	0.37	436082	78.39	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR7650732	0.44	0.66	2.74	15.1	0.23	364798	79.63	TRUE	Calderon	Mem_B	PAIRED	stimulated	Bcells	SRA
SRR15054905	0.42	0.64	2.53	15.2	0.19	332773	79.07	TRUE	Giles	CD8_BulkNaive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR11149145	0.85	0.92	12.3	9.7	0.35	496227	67.47	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR14240842	0.86	0.93	14.05	23.8	0.45	202493	66.24	TRUE	Zhang	CD19_B_cells	PAIRED	none	Bcells	SRA
SRR7650886	0.81	0.9	9.74	6.6	0.25	660778	80.26	TRUE	Calderon	Monocytes	PAIRED	none	Monocytes	SRA
SRR11297456	0.94	0.97	33.91	19.6	0.5	221437	29.59	TRUE	Leylek	cDC2	PAIRED	none	DCs	SRA
SRR15054857	0.49	0.69	3.04	15.7	0.18	195714	77.99	TRUE	Giles	CD4_BulkNaive	PAIRED	none	Naive_CD4_Tcells	SRA
SRR5646941	0.16	0.38	1.38	21.7	0.19	279547	30.49	TRUE	Liu	human_CD4+_T_cell	PAIRED	sclerosis_patient	CD4_Tcells	SRA
SRR15054790	0.07	0.23	1.16	19.6	0.13	369700	79.44	TRUE	Giles	CD8_Naive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR11149181	0.8	0.89	9.24	10	0.36	451259	73.69	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR7650869	0.71	0.84	6.08	8.8	0.25	616941	79.37	TRUE	Calderon	Memory_Tregs	PAIRED	stimulated	Tregs	SRA
SRR11297492	0.91	0.95	21.55	13.3	0.38	256783	33.74	TRUE	Leylek	pDC	PAIRED	none	DCs	SRA
SRR7650882	0.16	0.39	1.52	16.3	0.13	331771	79.72	TRUE	Calderon	Immature_NK	PAIRED	none	NK	SRA
SRR14240832	0.94	0.97	30.84	14.8	0.41	335003	80.21	TRUE	Zhang	induced_pluripotent_stem_cell-derived_macrophages	PAIRED	none	Macrophages	SRA
SRR11297446	0.93	0.96	27.03	16.7	0.57	249820	64.23	TRUE	Leylek	cDC2	PAIRED	none	DCs	SRA
SRR2920542	0.14	0.34	1.3	16.7	0.14	249695	54.53	TRUE	Corces	Mono	PAIRED	none	Monocytes	SRA
SRR15054847	0.55	0.74	3.56	15.4	0.17	190716	84.08	TRUE	Giles	CD4_BulkNonNaive	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR7650788	0.75	0.87	7.45	8	0.21	398549	79.75	TRUE	Calderon	Effector_CD4pos_T	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR15054931	0.37	0.59	2.21	13.2	0.17	256700	70.09	TRUE	Giles	CD8_Naive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR15054780	0.54	0.73	3.47	14.6	0.2	299915	79.04	TRUE	Giles	CD4_Treg	PAIRED	none	Tregs	SRA
SRR7650865	0.66	0.81	5.12	9.5	0.21	431615	81.18	TRUE	Calderon	Follicular_T_Helper	PAIRED	stimulated	Non_Naive_CD4_Tcells	SRA
SRR11149171	0.82	0.9	10.35	10.5	0.37	520612	75.9	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR15055221	0.9	0.95	20.16	16.1	0.22	169348	43.08	TRUE	Giles	CD8_NonNaive_Tumor	PAIRED	tumor_donor	Non_Naive_CD8_Tcells	SRA
SRR5646920	0.46	0.67	2.74	13.3	0.16	177376	26.03	TRUE	Liu	human_fibroblast_cell	PAIRED	none	Fibroblasts	SRA
SRR12810629	0.94	0.97	33.98	12.5	0.2	175754	54.5	TRUE	Trizzino	Monocytes	PAIRED	none	Monocytes	SRA
SRR14240822	0.94	0.97	31.46	14.3	0.45	288310	82.26	TRUE	Zhang	induced_pluripotent_stem_cell-derived_macrophages	PAIRED	stimulated	Macrophages	SRA
SRR7650784	0.69	0.83	5.75	9	0.16	333594	81.14	TRUE	Calderon	Naive_CD8_T	PAIRED	none	Naive_CD8_Tcells	SRA
SRR11297436	0.88	0.94	15.51	13.3	0.31	218815	31.9	TRUE	Leylek	pDC	PAIRED	none	DCs	SRA
SRR7650848	0.87	0.93	14.83	12.7	0.28	282181	47.09	TRUE	Calderon	Memory_NK	PAIRED	none	NK	SRA
SRR15054837	0.03	0.15	1.45	20.4	0.07	191187	77.06	TRUE	Giles	CD8_Naive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR15054921	0.08	0.24	1.16	16.4	0.12	427746	77.39	TRUE	Giles	CD8_Naive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR15054770	0.29	0.52	1.82	14.1	0.13	251673	80.04	TRUE	Giles	CD4_Treg	PAIRED	none	Tregs	SRA
SRR11149161	0.87	0.93	14.62	8.7	0.36	553111	73.58	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR2920521	0.12	0.33	1.4	24.6	0.21	178639	46.56	TRUE	Corces	CD8Tcell	PAIRED	none	CD8_Tcells	SRA
SRR7650767	0.73	0.85	6.7	8.2	0.26	635248	80.62	TRUE	Calderon	Monocytes	PAIRED	none	Monocytes	SRA
SRR15054789	0.24	0.47	1.72	19.4	0.22	376555	78.22	TRUE	Giles	CD8_CM	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR15054873	0.45	0.66	2.76	21.9	0.22	171944	86.09	TRUE	Giles	CD8_CM	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR7650780	0.86	0.93	13.32	5.6	0.18	413549	80.66	TRUE	Calderon	Central_memory_CD8pos_T	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR14240812	0.7	0.84	6.08	13.9	0.36	260372	83.17	TRUE	Zhang	monocyte-derived_macrophage	PAIRED	stimulated	Macrophages	SRA
SRR7650844	0.13	0.32	1.26	16	0.19	258572	32.58	TRUE	Calderon	Th2_precursors	PAIRED	stimulated	Non_Naive_CD4_Tcells	SRA
SRR15054827	0.23	0.46	1.77	23.6	0.19	323900	85.57	TRUE	Giles	CD8_BulkNonNaive	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR7650921	0.73	0.85	6.81	6.9	0.22	608846	82.76	TRUE	Calderon	Mature_NK	PAIRED	stimulated	NK	SRA
SRR15054911	0.19	0.42	1.57	17.9	0.14	182646	81.38	TRUE	Giles	CD8_Naive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR7650763	0.05	0.2	1.37	20	0.14	211849	85.09	TRUE	Calderon	Immature_NK	PAIRED	none	NK	SRA
SRR11149151	0.88	0.94	15.57	9.3	0.36	437070	73.69	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR15054779	0.55	0.74	3.62	13.3	0.18	265583	77.95	TRUE	Giles	CD4_BulkNonNaive	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR5831527	0.72	0.85	6.75	9.6	0.31	479149	42	TRUE	Mumbach	Treg_primary_cell	PAIRED	none	Tregs	SRA
SRR11297462	0.92	0.96	25.67	19.1	0.38	238801	60.52	TRUE	Leylek	Mono	PAIRED	none	Monocytes	SRA
SRR7650840	0.46	0.67	3.01	22.9	0.36	211056	36.87	TRUE	Calderon	Th1_precursors	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR15054863	0.04	0.19	1.3	23.4	0.08	164353	82.65	TRUE	Giles	CD4_Treg	PAIRED	none	Tregs	SRA
SRR7650746	0.61	0.78	4.49	18.3	0.32	385355	77.87	TRUE	Calderon	Effector_CD4pos_T	PAIRED	stimulated	Non_Naive_CD4_Tcells	SRA
SRR15054966	0.54	0.73	3.51	19.7	0.25	234120	84.79	TRUE	Giles	CD4_BulkNonNaive	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR15054817	0.55	0.74	3.62	12.7	0.17	252171	76.08	TRUE	Giles	CD8_BulkNonNaive	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR15054901	0.72	0.85	6.43	10	0.16	252492	80.3	TRUE	Giles	CD8_Naive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR7650823	0.68	0.82	5.65	23.2	0.43	202439	45.18	TRUE	Calderon	Effector_memory_CD8pos_T	PAIRED	stimulated	Non_Naive_CD8_Tcells	SRA
SRR5831523	0.69	0.83	6.16	11.8	0.17	175254	37.77	TRUE	Mumbach	Th17_primary_cell	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR2920496	0.12	0.32	1.36	21.4	0.16	167239	51.89	TRUE	Corces	CD4Tcell	PAIRED	none	CD4_Tcells	SRA
SRR15054769	0.01	0.11	2.2	15.4	0.05	579594	76.67	TRUE	Giles	CD4_Tfh	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR7650729	0.51	0.71	3.39	18	0.3	318274	79.01	TRUE	Calderon	Bulk_B	PAIRED	none	Bcells	SRA
SRR11297452	0.91	0.95	21.54	19.8	0.44	195925	33.43	TRUE	Leylek	cDC2	PAIRED	none	DCs	SRA
SRR15054853	0.44	0.66	2.69	12.2	0.16	318873	79.59	TRUE	Giles	CD4_BulkNonNaive	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR7650742	0.61	0.78	4.29	13.7	0.25	375996	75.53	TRUE	Calderon	Naive_CD8_T	PAIRED	none	Naive_CD8_Tcells	SRA
SRR7650806	0.34	0.57	2.13	21.5	0.31	222835	83.05	TRUE	Calderon	Immature_NK	PAIRED	none	NK	SRA
SRR15054956	0.74	0.86	7.02	23.1	0.25	190594	85.16	TRUE	Giles	CD8_CM	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR15054807	0.02	0.12	1.72	13.4	0.03	189865	72.16	TRUE	Giles	CD8_CM	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR5646951	0.03	0.2	1.83	21	0.12	901982	35.62	TRUE	Liu	human_CD8+_T_cell	PAIRED	sclerosis_patient	CD8_Tcells	SRA
SRR15055246	0.81	0.9	9.74	16.9	0.28	352948	36.22	TRUE	Giles	CD8_NonNaive_Tumor	PAIRED	tumor_donor	Non_Naive_CD8_Tcells	SRA
SRR2920492	0.68	0.82	5.27	10.1	0.2	238810	50.72	TRUE	Corces	Bcell	PAIRED	none	Bcells	SRA
SRR7650802	0.52	0.71	3.42	20.5	0.31	228448	81.74	TRUE	Calderon	Th17_precursors	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR15054843	0.41	0.63	2.68	20.5	0.22	184537	82.75	TRUE	Giles	CD4_BulkNaive	PAIRED	none	Naive_CD4_Tcells	SRA
SRR7650879	0.69	0.83	5.87	10	0.18	320162	80.77	TRUE	Calderon	Th17_precursors	PAIRED	stimulated	Non_Naive_CD4_Tcells	SRA
SRR2920475	0.8	0.9	9.41	13.5	0.35	382905	68.15	TRUE	Corces	Mono	PAIRED	none	Monocytes	SRA
SRR15054946	0.08	0.24	1.08	17.1	0.12	416120	80.13	TRUE	Giles	CD8_EM1	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR15054795	0.37	0.6	2.35	20.6	0.24	325533	85.91	TRUE	Giles	CD8_EM1	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR11149186	0.81	0.9	9.9	8.6	0.33	515107	78.31	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR7650798	0.83	0.91	10.99	5.1	0.14	322600	80.35	TRUE	Calderon	Regulatory_T	PAIRED	none	Tregs	SRA
SRR15055236	0.92	0.96	23.42	19.1	0.32	250865	55.61	TRUE	Giles	CD8_NonNaive_Tumor	PAIRED	tumor_donor	Non_Naive_CD8_Tcells	SRA
SRR13276223	0.04	0.17	1.21	5	0.05	370942	67.84	TRUE	Ge	Fibroblasts	PAIRED	none	Fibroblasts	SRA
SRR5646917	0.95	0.97	36.56	7.1	0.35	481095	36	TRUE	Liu	human_dendritic_cell	PAIRED	none	DCs	SRA
SRR15054898	0.14	0.34	1.34	22.1	0.15	359611	83.68	TRUE	Giles	CD8_EM2	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR7650875	0.76	0.87	7.54	8.2	0.25	598976	79.07	TRUE	Calderon	Regulatory_T	PAIRED	stimulated	Tregs	SRA
SRR11297432	0.83	0.91	11.37	15.6	0.4	389670	39.22	TRUE	Leylek	pDC	PAIRED	none	DCs	SRA
SRR14240837	0.91	0.95	22.55	19.4	0.43	258200	70.62	TRUE	Zhang	CD14_monocytes	PAIRED	none	Monocytes	SRA
SRR15054785	0.64	0.8	4.84	19.7	0.29	296893	84.91	TRUE	Giles	CD8_BulkNonNaive	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR7650858	0.59	0.77	4.13	12.6	0.24	460158	76.78	TRUE	Calderon	Effector_memory_CD8pos_T	PAIRED	stimulated	Non_Naive_CD8_Tcells	SRA
SRR11149176	0.79	0.89	8.87	9.1	0.34	518648	75	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR5646913	0.03	0.16	1.29	14.9	0.06	188186	32.64	TRUE	Liu	human_CD4+_T_cell	PAIRED	none	CD4_Tcells	SRA
SRR2920518	0.09	0.28	1.29	21.5	0.17	189421	51.78	TRUE	Corces	CD4Tcell	PAIRED	none	CD4_Tcells	SRA
SRR7650871	0.7	0.84	6.01	11.8	0.23	423320	80.86	TRUE	Calderon	Naive_Teffs	PAIRED	stimulated	Naive_CD4_Tcells	SRA
SRR11297487	0.9	0.95	19.45	13.6	0.41	203503	61.27	TRUE	Leylek	pDC	PAIRED	none	DCs	SRA
SRR15054888	0.66	0.81	5.07	18.8	0.22	189650	85	TRUE	Giles	CD8_EM2	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR14240827	0.94	0.97	33.07	14.6	0.44	272366	83.75	TRUE	Zhang	induced_pluripotent_stem_cell-derived_macrophages	PAIRED	stimulated	Macrophages	SRA
SRR15054972	0.59	0.77	4.02	10.9	0.13	174614	82.82	TRUE	Giles	CD4_BulkNonNaive	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR7650790	0.58	0.76	4	13.1	0.18	269461	79.14	TRUE	Calderon	Follicular_T_Helper	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR7650854	0.68	0.82	5.69	12.8	0.24	380610	78.77	TRUE	Calderon	CD8pos_T	PAIRED	none	CD8_Tcells	SRA
SRR15054926	0.68	0.82	5.54	15.6	0.26	464196	72.29	TRUE	Giles	CD8_BulkNonNaive	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR15054775	0.58	0.76	3.89	17.5	0.23	278153	81.01	TRUE	Giles	CD4_BulkNonNaive	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR2920514	0.53	0.72	3.34	16.5	0.25	195974	73.76	TRUE	Corces	CD4Tcell	PAIRED	none	CD4_Tcells	SRA
SRR11149166	0.86	0.93	13.87	9.8	0.33	424974	72.13	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR15054878	0.3	0.53	1.93	23.7	0.24	348232	86.4	TRUE	Giles	CD8_EM2	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR7650773	0.57	0.75	3.74	6	0.18	408406	75.09	TRUE	Calderon	Mem_B	PAIRED	none	Bcells	SRA
SRR7650837	0.08	0.26	1.24	13.4	0.12	312744	43.72	TRUE	Calderon	Naive_Teffs	PAIRED	stimulated	Naive_CD4_Tcells	SRA
SRR14240817	0.71	0.84	6.41	12	0.26	254046	80.58	TRUE	Zhang	monocyte-derived_macrophage	PAIRED	none	Macrophages	SRA
SRR15054962	0.69	0.83	5.53	19.1	0.24	241482	86.1	TRUE	Giles	CD4_BulkNonNaive	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR15054813	0.15	0.35	1.31	15	0.1	197282	74.51	TRUE	Giles	CD8_EM1	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR7650850	0.75	0.87	7.45	7	0.21	439238	64.96	TRUE	Calderon	Monocytes	PAIRED	stimulated	Monocytes	SRA
SRR7650914	0.73	0.85	6.83	5.9	0.17	458502	82.08	TRUE	Calderon	Monocytes	PAIRED	stimulated	Monocytes	SRA
SRR15054916	0.47	0.67	2.83	19.3	0.19	225012	84.3	TRUE	Giles	CD8_BulkNonNaive	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR7650756	0.48	0.68	3.03	18.3	0.26	310648	75.81	TRUE	Calderon	Regulatory_T	PAIRED	stimulated	Tregs	SRA
SRR15054765	0.67	0.82	5.21	12.9	0.15	180508	81.94	TRUE	Giles	CD4_BulkNonNaive	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR11149156	0.85	0.92	12.43	9.9	0.37	540313	76.17	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR11297467	0.92	0.96	25.27	15.2	0.58	283851	75.64	TRUE	Leylek	pDC	PAIRED	none	DCs	SRA
SRR7650833	0.09	0.27	1.27	14.5	0.16	269090	40.49	TRUE	Calderon	Memory_Teffs	PAIRED	stimulated	Non_Naive_CD4_Tcells	SRA
SRR15054868	0.37	0.6	2.25	20.6	0.21	219659	82.16	TRUE	Giles	CD8_BulkNaive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR5831533	0.7	0.84	5.9	24.9	0.32	139585	29.94	TRUE	Mumbach	Th17_primary_cell	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR14240807	0.75	0.87	7.64	14.1	0.31	241651	80.25	TRUE	Zhang	monocyte-derived_macrophage	PAIRED	stimulated	Macrophages	SRA
SRR15054952	0.5	0.7	3.12	20.7	0.2	172247	83.57	TRUE	Giles	CD8_BulkNaive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR15054803	0.53	0.72	3.37	12.6	0.15	207196	79.74	TRUE	Giles	CD8_BulkNaive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR7650910	0.22	0.45	1.58	7.8	0.12	427942	81.6	TRUE	Calderon	Immature_NK	PAIRED	none	NK	SRA
SRR7650739	0.5	0.7	3.23	16	0.27	407312	76.97	TRUE	Calderon	Central_memory_CD8pos_T	PAIRED	stimulated	Non_Naive_CD8_Tcells	SRA
SRR11149192	0.84	0.92	11.95	9.7	0.31	416521	69.98	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR7650752	0.42	0.64	2.6	18.7	0.25	378199	77.57	TRUE	Calderon	Memory_Tregs	PAIRED	stimulated	Tregs	SRA
SRR7650816	0.77	0.88	8.32	14.5	0.28	342546	51.75	TRUE	Calderon	Naive_B	PAIRED	none	Bcells	SRA
SRR15054906	0.51	0.71	3.23	19.8	0.19	178393	82.35	TRUE	Giles	CD8_BulkNonNaive	PAIRED	none	Non_Naive_CD8_Tcells	SRA
SRR5831516	0.69	0.84	6.22	11.3	0.22	303081	34.47	TRUE	Mumbach	Naïve_T_primary_cell	PAIRED	none	Naive_CD4_Tcells	SRA
SRR5646948	0.01	0.11	1.55	13.1	0.1	1137316	16.98	TRUE	Liu	human_CD8+_T_cell	PAIRED	sclerosis_patient	CD8_Tcells	SRA
SRR11149146	0.89	0.94	17.45	9.5	0.37	427542	75.86	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR14240843	0.76	0.87	7.96	23.7	0.45	188471	73.61	TRUE	Zhang	CD4_T_cells	PAIRED	none	CD4_Tcells	SRA
SRR11297457	0.95	0.98	42.16	19.1	0.45	265453	55.97	TRUE	Leylek	Mono	PAIRED	none	Monocytes	SRA
SRR15054858	0.76	0.87	7.39	18.2	0.22	159097	83.57	TRUE	Giles	CD4_BulkNonNaive	PAIRED	none	Non_Naive_CD4_Tcells	SRA
SRR15054942	0.21	0.43	1.48	16	0.13	218825	81.71	TRUE	Giles	CD8_BulkNaive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR15054791	0.02	0.13	2.05	21.9	0.04	168585	83.28	TRUE	Giles	CD8_BulkNaive	PAIRED	none	Naive_CD8_Tcells	SRA
SRR7650812	0.64	0.8	4.8	16.2	0.29	421520	58.99	TRUE	Calderon	Bulk_B	PAIRED	none	Bcells	SRA
SRR11149182	0.87	0.93	14.2	8.2	0.31	489283	67.29	TRUE	Xin	Endothelial	PAIRED	hypoxia	Endothelial	SRA
SRR15055232	0.92	0.96	22.95	18.8	0.31	363845	51.27	TRUE	Giles	CD8_NonNaive_Tumor	PAIRED	tumor_donor	Non_Naive_CD8_Tcells	SRA
SRR11297493	0.94	0.97	31.43	13.7	0.86	1364625	31.66	TRUE	Leylek	pDC	PAIRED	none	DCs	SRA
SRR14240833	0.76	0.87	7.95	15	0.26	278182	80.43	TRUE	Zhang	CD14_monocytes	PAIRED	none	Monocytes	SRA
SRR7650731	0.38	0.6	2.33	17	0.27	310336	79.74	TRUE	Calderon	Mem_B	PAIRED	none	Bcells	SRA
SRR11297447	0.93	0.97	29.71	17.1	0.53	180488	61.39	TRUE	Leylek	cDC2	PAIRED	none	DCs	SRA
SRR15054848	0.03	0.15	1.21	16.3	0.08	362617	81.6	TRUE	Giles	CD4_Treg	PAIRED	none	Tregs	SRA
